filename,label,transcription
audio_346.wav,2.5," i'm best in my life, also my successful in my life and i'm very concerned, i'm very happy that i'm successful in my career, that was my best in my life. i'm very happy when i achieve the goals to proud by family and my friends. and then my best day of life is when i'm successful in my life, but due to i'm in college, the day was not coming yet, but i'm trying to get successful in my life too, so i'm working hard."
audio_730.wav,2.0," generally, crowd market contains in different situations. it is mainly sort of for vegetables and where the people sell the vegetables at one place and people especially in middle class families come especially to purchase those vegetables in sunday. and they would like to purchase those vegetables in different ways like fires and sellers or accommodating in those places and they are bargaining for that vegetables. and so many people are there in that place where it was a crowd market and it was so busy and same vegetables or selling different persons at different prices. and people are bargaining on that and it was mainly on sunday in india especially and the crowd market."
audio_783.wav,2.0," this is my favorite tabi. maybe it has the explain button on. and i play it with my son or with my husband or even my solo or alone time. i want to give this opportunity to play and practice of my hobby. and then i want to play this to get sweat and exercise as well. every day it's a useful tool to our healthy and will be when we get, um, not forgetting younger, forgetting older by the time in year goes by. so this is my favorite tabi playing button on. as well, i'm, you see, araheta and a feather to play that button on. we enjoy it a lot with my son and with my family to play this everyday at."
audio_39.wav,2.5," , , , , , , , , , , , , , , , , , , , , , , , , ,"
audio_292.wav,2.5, wan blockchain untuk mengintinya terl liquid hariordnung dalam tetapi karena kami tidak pegat mempelbreaku penjara because ni tinggi dong defri untuk defri kawa ignond disrespectnya broadcasting theater harapi perkara tebut dikakuankan kita adalah apas dan pada di mostor tapi selama blakakannya 17 perjur di srt blaam quotedası per廂
audio_880.wav,2.0," okay, my best day life is virtual music and good marks in the class of the nation. it is my best day and best day to me. and also, it is my best day to my parents also. in this, i think when i write it, it was difficult to write it, i cannot find that it was a bad experience to me. while writing it, i can think that i want to get a good marks. but after getting the results, i read it very good. my getting a good marks which was very, very hopeful to me. i also very present to me. i was getting a good marks on my parents also. very energetic which was getting my good marks. and my friends also which was very pleasant. i mean, getting a good marks coming home. it was a good skill to me on that day. i feel very better to me."
audio_921.wav,2.0, oh oh oh oh
audio_68.wav,2.0," yeah, have soy crowded market. there are different types of the people or they are very crowded with a large number of people. on one side, some people are selling vegetables, some people are selling fruits and some selling other essential products that are required for the humans. when i hear about the market, it's a fascinating thing that there will be a large number of the people. and from morning to evening, people work hard there to fed up themselves for the feed and so on. and it's very, that's it."
audio_905.wav,2.0," my special day and which is the best day of my life that is my birthday when i was in 10th started. it is my best day because every school friend was at my home and we had many memories. without that day i think my life is incomplete. whenever i remember that day i always get many thoughts about my school days and it remembers how we enjoy in our schooling and also it brings a bright smile on my face. this is why this is i call that day as special as i can see. the specialty reminds me of all my schooling, memories and how we fought, how we recall and how we enjoy our schooling with our friends. this is the best day of my life."
audio_1035.wav,2.5," i would like to visit south korea because i really know the place to visit once in life. i would like to travel to europe because that's between the first experience. i would like to taste local dishes in south korea, kimchi, jempong, and many other dishes, and i would like to visit the country in autumn season because the flowers or the tea blossoms, cherry blossoms."
audio_1290.wav,2.5," my goal is to become a band employer and the goal is to import the goal is to import and to deserve the life. we must maintain a one-on-one goal that i paid mainly, i paid any challenges while coming to to go to the goal in my life. so, we come to become a band employer and we have to take many problems and we have to to, so we have to do take the challenge, we have to take the problems also. i am ready to take the challenge just whatever comes. i really, i really, really, really, really, really, really, really, really hard. so, successfully come to the main goal to become a band employer. so, to become a band employer, my mother will be all."
audio_1221.wav,2.5," so, market is a place where the cell line sells a goods to the buyer and buyer spends some money on the thing what the cell line is selling in korean market every person want to sell the day of it all a thing very the celler the celler talk on the speak locally about the product which was the selling and also they provide the price in the market when the people here the price of the product that can go on"
audio_824.wav,2.0, at first my hobby was not special about particular topic but when i was in school i was mostly attracted to a tiny cotton which was my hobby and i would like to play tiny cotton in school times i have a plenty of time to play that know i mean college right now i don't have time to play and i would like to play the tiny cotton with others and the tiny cotton game will be played as the singles and the doubles i prefer to play as a singles because as of one position of the player only one person so i can easily enjoy that game very well and the tiny cotton game used most enthusiastic energetic performance for me and for this game we use a tool like tiny cotton that is used to play the tiny cotton game
audio_743.wav,2.0," market is a, selling and buying takes place and there are not of the people's well transactions will be held there like exchanging between the seller and buyer goods. and there, with cable vendors and some other things are going on in the market and here the day is with the crowded like whatever we want we go to the market and by the ad and it is like shouting there like selling their prices and increasing as compared to the others and like that there will be the express. and market is a good thing to everyone to take the things from there and it is a crowded place. the scene is too much crowded and the"
audio_676.wav,2.5, basically market means market is full of crowd because everyone or selling and buying the vegetables. so everyone wants to sell and buy the vegetables or the main source to eat. it is the main important thing for our markets and our day dilation. so everyone wants to go to market so that's where the market is crowded. crowd means it's all about buying and selling the vegetables and everyone wants to eat. that's why the market is being resolved. both crowd.
audio_1111.wav,2.5," yes, there are several popular games and activities among students on the playground. the common ones include tag, hopscotch, champ rope, 4 square, basket bar, soaker and various imaginative games like pretend, play or role playing games. trends may vary based on location, culture and age group, but they are often, but it is independent in many squalxers."
audio_354.wav,2.5," best day in life is earning money for everyone, its money is most important. so earning yourself is a thing when we start earning. so actually to earn money you have to know some skills. even if we need money, at the end money, we must complete a graduation or studies or need some skills. but if you earn money where we are education like even in school times. so it will be more best day for a student. so i end some money using referral apps. it makes a day which will be happy to everyone. like me also, it's the best day and when i feel i think about the day. so it will be best than others because when we end money on our self and to purchase something which we need. so that the day is best day."
audio_134.wav,2.5," the people are saying the fruits and the animals in the market are just a fresh water, a fresh fruit, fresh vegetables, some deer in the market were just 20 kg per person. the deer is quite a deer, quite a deer is quite a deer, quite a deer is quite a deer. according to people they can buy the fruit according to the best price. the cow would change throughout a day from one to a evening. there is a noose as cow in the island of one of the butter. around 10 to 11, the cow would increase it and even the evening the cow would be much better."
audio_881.wav,2.0," aya, the best of my life is when having a having a pregnant when i get pregnant when the time of and when we back when i was 19 years old that time. and then this is the best of my life because emotional is a healthy baby that year 2011. and then when simoonshappi sa, then i don't know what to do for being a first-time mom. and then i grow and care my son for way back when 2011 at to this point when he is turning 13 on december 12, 2011. and then thinking that day i want to take good care of that child whenever happens. i'm a solar parent and then yeah, but it's..."
audio_877.wav,2.0," i need to know several. you see the form? the first deal of my life was overnight in gratitude for my mum. i was a school, a self-cited, first i felt this went to be allowed the opportunity for me to have. first of all, i feel there being a work on the river, where there is something that i'm not. so much to eat and drink, i was so happy with this. so, i'm here calling route zero over your pants..."
audio_687.wav,2.0," okay, in court market there is a lot of people. there is selling a lot of things like a large stone like a bike, a selling a lot of things which is a lot of stone and they sell a lot of things which can be incredible things. they can be, they are in market, we can see so many people from evening to morning. they can sell different types of things from further livelihood. so so many people are present in their, i think so many people are come there to enjoy and their life, it was a present place, they can see that so many people like, like we can see that no one can come there."
audio_1120.wav,2.0, my goal in importance is to become the it sector and to become it sector will and msc-requited companies are one-time goal as short-emboil is to get the nhgn-it sector. it is mixed proud to meet my parents and any challenges you can face to achieve this to my parents to get the children. child with i-discipline and the msc companies like namosley or my parents and friends also to motivate you to get a job in i-discipline.
audio_349.wav,2.0," so, the topic is to describe the past day of your life. so the past day of my life is to, is when i go to the tour in two mountains. i reclimb the mountain and see natural beauties and meaningful phrases and many more. i will climb 27km in 20 and 15 hours and in mountains, there are also some gentiles and very interesting and there are some fountains and mountains also. thank you."
audio_1249.wav,2.0, my favourite hobby is to be drawing and i am not enjoying the main creative thoughts have come to a realistic with my drawings. i use so many tools like pencils and in the pencils there are so many shapes like the two wheel etc. i like to draw a load. in the most of the time i draw my glass from the pen that i built for glass. i will draw more stuff details like my pencils etc. see you next time.
audio_1214.wav,2.0," i have been to the supermarket and i have seen a lot of people it is very cold in the supermarket and the most of the people are purchasing electronics which has an offer for the festival sale. i had the most of the announcements on the electronics which have the offer under the market is fully cold around the world and it comes to the evening the it is empty. the people most of them are but there is a like, tv and fridges and gaming console."
audio_19.wav,2.0, i am not sure if you are interested in this video. subscribe to my channel. i am happy. i would like to listen songs when i was in free time. and again i started to do things about myself to take care of myself and finish off my things. describing a favorite hobby. what do you enjoy the most about your hobby? or do you need to use your hobby? do you enjoy practicing your hobby and your other with others? i am mostly like to spend time with my cell phone. i want to do something.
audio_1234.wav,2.5, my tone is my interval. i was right there. i was a lot of lonely ending memories of it. i used to play there with my friends and cousins during my earlier. in my community everyone my tone has many trees. i can only think of one spot. i enjoyed very well in my tone. my favorite place is my home town. in my home town i enjoyed well. i get a lot of happiness from my home town because of my friends family and relatives. there is more and more in the future.
audio_679.wav,2.0," actually, what are the people selling and buying in the market? in the market, the people selling vegetables and fruits and flowers and many more things like w. motel as well. and the market is so much crowded actually because actually the market is much crowded in the morning, early in the morning. because the people will start cooking right away, morning, which are selective, next lunch, next dinner. so definitely, they need to buy in the morning, most of them buy in the morning. and the people like retail, vegetables, they have to get vegetables and normal at a affordable price. then they are too early in the morning and by the vegetables with the offer."
audio_1322.wav,2.0," my favorite place to visit is our province which is bicol and i love jambili. i love going to bicol because there's a pool, there's a local pool, or dishes that which i love to eat there. i can eat a seafoods there that we can get from a sea and every we use to travel or to go to our province which is bicol when it's holy wheat. so where our whole family is gathering our holy wheat or spend our holy wheat to our province and we we bond and we sell wheat or spend the holy wheat together with our whole family."
audio_1030.wav,2.0," now, favorite place to visit is rajasthan. it's a vibrant culture. there are different types of landscapes there. you can explore the places of jypur, witnessing the beautiful forts, different types of forts. there, you also have a desert. to visit there in the rajasthan. in india, we can find only the desert in rajasthan."
audio_712.wav,2.0," market. market is a very crowded place. market not only sells for essential or kitchen essential but also the things what we wear like clothes, shoes and many other things. market in market while buying the things which use places by their prices. when it comes to market we can hear lot of voices in the market and also in the morning times it will be deleted for but as a day in as a day comes after noon the nurses started to increase and up to and up to evening."
audio_807.wav,2.0," i enjoy practicing my voice while singing at the car okay because that is my hug. i used my phone and it drove that connect the teeth with the good speakers and i enjoyed this happy with my friend, self-family."
audio_1238.wav,2.5," i am describing the favorite hobby my favorite hobby is to play musical instrument. my favorite instrument is mouth organ, ksu and guitar. i have all the three items presented my room and i spend two hours daily on that. so this is my good hobby and this is my talent that is gifted and i am making this talent very beautiful. i am also participating in many of the events that are organized by the college and i am performing it that events so that i can provide some good musical instruments that are listening in that egg events. so i am good at music and i love to play music instruments."
audio_934.wav,2.0," describing about the best in my life is not a particular day, but i think every day start with new hope and new experiences. every day we have to think that it is a new chance or a new day to make. and not about a single day as a best day, i will try to make every day as a best in my life. not only i single day, but i will, i will treat every day as a best day and meet every day as a special day in my life. thank you."
audio_677.wav,2.5," the more capacity is at a busy place where people go to buy a hotel and so on. it is under a population of good buyers in salais. there is no much of a place in the area. there is so much big risk business as a market. i was found a bit crowded there. there are several shops out of the cafe. we have to be big shops with more attractive business companies. from far on the market for purchasing or selling their products. the market is always crowded with cars, horses, downpiz and chemists. they come loaded with the produce of season such as a cotton grain oil."
audio_539.wav,2.5," yeah, my journey to karna taka state was amazing and that experience get me feel a wonderful days. and local foods are dishes from this place where i would like to eat special foods, not a rarely choose, i think, briani and some more dishes that chooses those places, correctly match them. and the season i would prefer is winter season at that time the place will be cool and whether i would like to amaze in."
audio_155.wav,2.0," i like to play a bad wind and it is one of my favorite hobbies. i always teach how to take the right steps. it always teaches me how to be focused. other than that, it always has taught me how to take the perfect decision of time. which shot i have to play. it always not only helps me to be fit and active. it also teaches me how to take the best decisions. apart from that, it has maintained my life in doing good routine. it is my favorite when i play with them. always with a good spirit. i have been passionately pursuing my hobby from the past six years. it involves using various mediums. i can play it into outside. so that's my..."
audio_277.wav,2.5," my topic is to describe a food that is in my life. and the best day in my life is when i am studying the 10th standard. they suddenly run to conduct and accelerating about social media. actually we are not aware about the 10th standard, but they opted to select the 30 years ago in the english landmages. they intimidated us to participate and then they called us for the last day. we have the last year all the time and then after the day we needed to enjoy our holies, everyone in that mood. but they conducted the accelerating. due to my staff instructions i participated in that. unfortunately i warning that day i take an award from the from that inspector's at"
audio_630.wav,2.0, d smartos gollie bsc u fel weldangw finalu musfliad mae roeddau yw dyrich outputs yn f vocabulary
audio_1116.wav,2.0, girl we go in life is to continuously learn and grow myself. i will also help go those so that they can feel very happy. i would like to help others who are in need of something. i also start to make a positive impact on the world. i want to contribute myself for a better.
audio_816.wav,2.0," the most of the oduens are the most of the audiences. the story at hobby is to watch movies and i used to watch movies with use as a course, which is a comedy movie and i used to work with my family and they are too scared for this hobby or television and mobile etc. and i used to watch movies with use as a family and they are in mental. and 3-letter movies and i don't like to watch movies with genre, horror movies etc. and i used to watch movies with my family and mobile etc."
audio_1197.wav,2.0," my goal is like for ultimately to achieve success in my life. my goals are to also have happiness, prosperity and in every area in my life. and the freedom i am the peace we can to be able to own one of my carry goals. my goals are also heavy in plans on the hardships my parents have had to endure such as phase and ridicule for the simple tasks of being immigrants. that is, she may difficult time to induce you to unemployment and doing inequality and the low degree of education, the result from their countries. my goals are so important to me because i view it as with a family getting my out of harder life."
audio_840.wav,2.0," my hobby is the watching tv, tv and web series and movies. i like the most about the interior and the most movies and his action. i like to integrate the habit of the interior and i like to practice the dance and way of talking of his style. i like the most habit of the himpt. i am so much impressed about the his behavior and his humanity and his goodness and his looks. whatever the things i am most attractive towards him and just it's my hobby to see in the big screen like that and i just want to remember his name everyday and i am so much with him and i am his good person. he looks good and at."
audio_821.wav,2.0," my favorite hobby is playing cricket. i like to play cricket with my friends. and i regularly go to brown with my friends on cricket. and i lot are playing cricket. and because i listed as a favorite hobby is in cricket, it is a team work. so that's what."
audio_538.wav,2.5, நvo躊தசலை.ின்றும் சிபராஸ் திறுமாலா? தபார騼dit சிஷபரத்தா என்று திரும்கார் அகள் வருகிறோம் என்று மிகவும் சிக்கும் விச்சி ஏன்venனு. இது 2....
audio_752.wav,2.0, my hobbies to film in sicily and the canada musician i have started learning to sing from my childhood i like to know i love singing and enjoying the language and during my singing journey i go to a temple near my home i will try my best to perform by chance so every saturday i go and sing there all the songs i know relative to the temple and i enjoy singing very much there will be so many people singing along with me i like to sing along as we are singing with others so i have participated in this song so i happen to have to show you how to make gloves or things etc..
audio_771.wav,2.5, my favorite hobby is to irritate my best friend because it used a lot of training and enjoyment. it was a time pass. so we were on that because we both also enjoyed. we got some memories. we almost went to spend more time and it is my favorite hobby. because he treats me like a king. so i always want to irritate him. he also likes to irritate me because we both have same mind-chir and mental vibes. we both have same mindset. that's why we are very close to each other. and we are very close to each other. so we enjoy with a lot. and we spend more time.
audio_1032.wav,2.0," my third place to visit kerala is so beautiful with greenery and boat traveling and there are many famous places like why not. some are like full of greenery and nature, peaceful mind. there was many foods like the prepare with coconut and the tradition also so good. and i like to travel more like kerala's and himalayas, much more like places to enjoy myself to take my time to myself to around explore by me. and that's all."
audio_944.wav,2.0," in my school playground, we have friends met together and divided into team and we play for our training and after that again we play second innings."
audio_1105.wav,2.5, our hopesında4者羨體若悪生涯 our hopes participating are upcoming upcoming butis co mínimoppers are coming up after the first2vw matter to future competing hochjob
audio_66.wav,2.5, my topic is to describe about the scene of the crowded market. once in a week we go to the market to buy the vegetables and the items for food. today morning i went to the market along with my mom. it was very crowded literally. i felt little bit nervous to walk in such crowd and to buy vegetables bought we needed. the vegetable was full the market was full of vegetables. and my favorite food item is potato curry. every time we go to the market we buy at least 2 kilos of potatoes. today due to the high rates we did not buy new items. the market was full of crowd and with high cost of this.
audio_1019.wav,2.0," i have very lot playground in my school. we play cricket, kabaddy. in my playground my pet was very good to teach us how to play different games in very pation game. he encourages us to play the games. we are very early waiting to play the games in at that time. we are very early waiting to play the games in the game."
audio_1330.wav,2.5," i think that goal that i am actually very nice to be happy, completely happy. because i think in this generation it's not easy to achieve something. and also just being very, i like to achieve like, my small needs of life such as having my own space because it's not easy to live with my parents very now. so i think that is maybe like, as of the moment, what challenges we have is, i think that the budgeting because it's easy to, you know, how to use the space when you are hard to be budgeted. that's why i think that is the highlight of achieving that goal as of the moment. but not the way it's easy to stay focused, the time to be able to do something. because i think the idea of living, the idea of being alone and having my own space. i think that's what makes me focus."
audio_658.wav,2.0," it was a fine morning, morning, me and my friend went to the market to buy some things. the market was very crowded. there were many people selling vegetables, fruit and vegetables etc. there were green vegetables and fruit dressing which was very attractive to my eyes and my stomach started giving sound and so hungry i have to buy and go. but it was so crowded. i could hear the people walking here and there buying so many things. those my shop keep bags by shouting tomato, cucumber, radish, cabbage etc. the morning from the morning to evening."
audio_908.wav,2.5, بڑے apart allowه بھی مسیر vent ویو کرتے باتنے soul اگرrementورے لی度 تلتے اور بشی اوß معائے لائی барنٹ canton gramوان του ، میں تر tro fazon اگر تلتا د鐵。」 لیحمھی گل ہ dese litہ کی حقuvزیه одقوہ 2014 دچنے جب کرتا اور ار سائل کی روڑی ہ mamish. turkish maintains pertaining fatto و '' مب رحم他的 albums ''வان او نحظ niet fungi '' ایک ہم نفکیئی ہم کرتا pianک بہل و اور ذ smokی súپ outer اور اور اس کو بüyorum کتلاو اور رحموiliicerations بھنم دی مرویںٌ
audio_893.wav,2.5," the best day that happened in my life is when i travel with my friends using our bicycle. the experience of our unity every time someone that intuitively plotting their tires will help each others. but times to just continue our journey to our goals. and if that happened, if that never happened, our band would never really be closed. we're going to be really close friends. it's a special day."
audio_1297.wav,2.0," my top piece to describe the best today of my life. i thought that i felt very happy and very enthusiastic the year before because i am very poor at cooking. but i know how to cook tiffings and nagi like that only the fast food items. i don't know how to keep the doll and the rassum. but on the day my mother fell sick. i need to cook on the day to my mother and to prepare for myself. i was a new youtube video then i started cooking the doll. initially i felt very nervous whether it taste good or not. but once i watched the video, i started cooking. it resulted very in good way everyone likes the doll and asked me to cook that was my best."
audio_545.wav,3.0," so, describing the favourite place of nibis, vrindavan. first of all, we look at the gates and we go by train to the vrindavan. it is a very beautiful place and everyone must have to visit vrindavan is the place of mount krishna. the talking about local food or dishes, so lasi which is made up of called is very famous and i love so much. other than that, there is no particular time, particular time or wholeie is a special season. and the table is holy for a month. so this is all about krentavan."
audio_1332.wav,3.0," it's very very good in life. so what makes this important to you? what challenges are you faced to achieve this goal? and what do you want to see to say focus and determine on the path of shaving your goal? so first, what makes this goal? so first, my goal in life is to work any vp or world. and after that was shot in years old. the challenges in working the bvo is the job application. because we need to communicate the work will turn it operation and see using the language. i know what you want to see focus and determine on the path of shaving your goal. so that's why i'm working."
audio_886.wav,3.5, my topic is about to describe the best day of my life and the best day of my life is when i met my best friend and i couldn't say his name but he is a tan understanding person and he is a tan mature person and in every situation he understands me so well and without him i think my life would not be like this and it would have so many changes with him and i would have missed someone who is so close to me and so so who understands me so well other than anyone and i think that's the day which i have met him and without the day without meeting him it will be so horrible that life was for me and he changed so much in my life and his the day is a very special kind of
audio_759.wav,3.0," my favourite hobbies about playing shetting, which is one of the most enjoyable hobbies. i used to play every day with shetting, and i enjoy practicing with my own and it also my friends because it makes me more and more competitive day by day. it increases the sport skills and healthy feet towards my mental and physical happiness. it makes me feet and i enjoy playing shetting every day. of course, i practice the hobby with help of my friends. one of my friends suggested me this when i was a fire school and from..."
audio_754.wav,3.0," my hobbies are reading books and singing dancing and making dishes, but my favorite hobbies are singing and dancing and the most in of my hobbies. and i don't require some tools for singing and dancing or my mobile, for singing the lyrics by seeing the lyrics in the mobile and for dancing. and it's some acupunce like, um, um, our guitar, etc., to dance. and i practice by my own self. i don't require others. even i prefer sometimes with, uh, enjoying, uh, practicing my hobby with others also. and my favorite hobbies are these and i enjoy the most."
audio_964.wav,3.5," the school playground covers a safe outdoor cinema with in the school that stimulates children to use it creativity and interactions with one other. the most indian schools always have large book and playgrounds with interest to play equipment that lives many options for creativity. children's children and class leaders for many hours each day. they are given breaks in between where they go outdoors to play ground. the key to these playgrounds is choice. use it like equipment, run on the field, jump rope, play basket or create some new game to challenge. friends, a good playground with the large male difference in faces. to stimulate the playgrounds must be easiest and outdoors but they must also"
audio_199.wav,3.0," my favorite hobby is cooking. so in the time of cooking i am feeling very happy. i enjoy practicing cooking. i cook to prefer with my own. after cooking i will use a to serve my cooking ingredients to all the people in my home. then i will give you compliments on my cooking. i use a to prepare most of the time with the rice items like pyriami, gobu, manjari. this hobby is like i am feeling very happy to cooking and know farming would be annoying."
audio_1337.wav,3.5," so the greatest goal that i have right now is to be able to be a successful programmer because being a programmer is already in my profession, and already in my profession since i am a programming student. although i know that once i graduated, there will be a lot of challenges, especially there already a lot of competitions and other applications right now, since information, courses, or already increasing. but it will not make me discouraged instead, but it will make me to motivate me to study more, so that i can be a work-ful applicant."
audio_741.wav,3.5," i am going to put this, just kind of the same amount of the crowded market. there was so many people in the market and there was some bus laws. they saw that to sell their bus and goods in the market. and there were some buyers to buy their necessities like for their bus boats and some household groceries in the market. and there are in the market we are hearing so many people's boys and some vehicles house like l'oris, cahs, bikes, vehicles and etc. and some people say they are disabled or reports market. they are selling the goods to buyers by telling the cost of that. and the current market scene was saying from morning to evening. when we entered into the morning there is so much of crowd in the morning. and there was a bus and there was so much of crowd in the afternoon session. the crowd."
audio_859.wav,3.0,
audio_1076.wav,3.0," my favorite place to visit is the batan. there is a very long ride and also this tiring ride because it is so very long. it made 10 hours to go to batan from here in batan. and also i can see a lot of two respects while on the travel. and then there are also a lot of food, delicious, that i can... that i will love in this place. there's a lot of seafoods that i can be able to eat because it is near at the ocean. and it's the particular time or day that it is beautiful is during summer. because there's a lot of rivers in there. so we have a winding during that time. and it's also our location."
audio_116.wav,3.0," where are people? the people i bought in the market can be fruits, jam and brave. maybe services, paint and equipment to the house. it can be people to sell it. and the sounds can be the crowd of the noise of the industry, the cars, the people who walk in the market, the sounds of the cash machine. and the voice to the selling people. it put the sound of the bird. some animals."
audio_93.wav,3.0," i saw the people who are buying potatoes from outdoors for daily groceries. i should hear the voice voices and sounds in the market like one kg, two kgs, three kgs for potatoes for that much of rupees. the crowd in the market changes from morning to evening in morning times, there are so many people who are buying and selling the products like vegetables in the market. in afternoon times, there are less people who are coming in market to buy their needs. there are so many of the fraud in morning and evening because of their time, they are used to buy and sell the items which are made in only morning and evening times due to that convenient market crowd."
audio_151.wav,3.0, don't talk to that thing today mode.
audio_849.wav,3.5," i think my life would be different if i hadn't experienced this busy because i will miss my parents happiness and also positive or memorable experience i might be missed. so then what makes this special means that this makes me special by me through happiness, excitement and nostalgia and at a word this paparabali, i feel i'm thinking about the deep. to truly enjoy."
audio_446.wav,3.0," school playground is one of the best memory for irish to learn because every student is very eager in playing grimes that's studying. so every student memorable thing is playing. school playground is one of the best and best thing in the school than classrooms. i used to play kavadi and koko very often in school playground. i was school playgrounde, surrounded by many trees, sand. it's one interesting thing that happened there is playing games. i mostly the games will increase the support you guys are."
audio_711.wav,3.5," โitiє moodul sard것 nyamingionトハ índadi mau 1000 taw  szyndide gaps and halget y dh ca tota every time sounds like their itt thundha kas hardin their woosh projects to the kata must into market nda has so many people who will buy and sell the goods according to their needs. in the market every time there will be a crowded people where in the morning as well as a evening. so, it is a business."
audio_1042.wav,3.0," my favorite place to visit with meters is the water, soft sand and gentle oven raises the combination of natural and easy relaxation and this soothing sounds of waves make it a favorite place for me. makes the favorite place for me. we eaters offer a rhythm of waves, warm sand beneath your feet and pray things on its heads. it seeks both adventure and"
audio_216.wav,3.0," i always enjoy printing tennis because it is my hobby. i like it or a tennis ball required to print the tennis and then, but they are not expensive. so we can buy easily them. i always enjoy the tennis and print practice, print tennis, always my friend every weekend. so that they are sunday because it will always make me fresh and then enjoy me fun every weekend. i always spend a good time with my friend."
audio_1299.wav,3.0," so, the best of my life is my i think it's my 10th birthday. so, it is a day i will never forget in my life. i consider it till now my best birthday. so, on that birthday, i mean on that 10th birthday, all my relatives and friends were present at my birthday party. so, it makes me more happy on that birthday. the best part of the party was microsoft came to that party. i have invited all my friends. so, they are all present at that party. so, that birthday party was very amazing. and very memorable. and yeah, that's lost my favorite."
